category.id,category.name,category.playlist.id,category.playlist.name,category.playlist.track.id,category.playlist.track.name,category.playlist.track.album.id,category.playlist.track.album.name,category.playlist.track.artist,category.playlist.track.feature.danceability,category.playlist.track.feature.energy,category.playlist.track.feature.key,category.playlist.track.feature.loudness,category.playlist.track.feature.mode,category.playlist.track.feature.speechiness,category.playlist.track.feature.acousticness,category.playlist.track.feature.instrumentalness,category.playlist.track.feature.liveness,category.playlist.track.feature.valence,category.playlist.track.feature.tempo,category.playlist.track.feature.duration_ms,category.playlist.track.feature.time_signature
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,4mOkfIYbMX9PXx27hj8NTi,Betrayal (feat. Drake),4sS5IjHR0YOJQdSTQ8whWz,Trip At Knight (Complete Edition),"Trippie Redd, Drake",0.74,0.564,8,-6.71,1,0.0688,0.0126,0,0.126,0.129,158.114,152025,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,7e7Iq9lhisbqgRwxaCVvYd,LOT OF ME,2ybRB5pXB2XCjLbvRQMrw9,We Love You Tecca 2 (Deluxe),Lil Tecca,0.704,0.537,0,-8.565,1,0.302,0.223,0,0.122,0.7,77.444,123871,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,488HG8lR11JswT2YgcWGRB,Blue Notes 2 (feat. Lil Uzi Vert),3QvNSOIhsgI8od9CMLbMye,Blue Notes 2 (feat. Lil Uzi Vert),"Meek Mill, Lil Uzi Vert",0.748,0.591,2,-6.234,0,0.331,0.152,0,0.64,0.192,74.958,230400,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,6Hfu9sc7jvv6coyy2LlzBF,Hurricane,5CnpZV3q5BcESefcB3WJmz,Donda,Kanye West,0.587,0.561,0,-6.569,1,0.146,0.0466,0,0.109,0.351,80.009,243187,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,1HsOTiVqdN7PB1zOS2bcsO,Matt Hardy 999 (feat. Juice WRLD),4sS5IjHR0YOJQdSTQ8whWz,Trip At Knight (Complete Edition),"Trippie Redd, Juice WRLD",0.672,0.654,1,-4.528,1,0.0966,0.201,0,0.1,0.404,78.512,188026,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,2MyQK6cKu9IAzNXiBm7TD0,"CHOPPA SHOOT THE LOUDEST (with Chief Keef, feat.Trippie Redd)",7nTvm6EgmFWPLMLxj6aksS,We Love You Tecca 2,"Lil Tecca, Chief Keef, Trippie Redd",0.585,0.765,10,-5.575,0,0.0589,0.0644,0,0.148,0.18,145.155,241655,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,58IOkob5edt0XpME43EcCo,Da Truth,1v7M1aB2iDs170wmCmu7me,Da Truth,Key Glock,0.898,0.76,0,-5.717,1,0.171,0.0215,0,0.112,0.748,143.043,167027,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,2OcbewDrWFNTYRqpSzJBCY,5X,2WmJ5wp5wKBlIJE6FDAIBJ,Life of a DON,Don Toliver,0.898,0.518,1,-6.991,1,0.21,0.0402,0,0.106,0.798,145.082,132398,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,3oE2HPoP7DCgxhrqjAosZY,TWINNEM,0Am2vQjzogt7wnXMzzC8Mr,TWINNEM,Coi Leray,0.885,0.353,2,-10.484,1,0.0912,0.0866,5.78e-05,0.173,0.316,134.079,117067,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,6Zu3aw7FfjAF9WA0fA81Oq,Big Energy,58MbYehGOl5NAOdfWY5aHa,Big Energy,Latto,0.935,0.807,11,-3.838,0,0.114,0.0514,0,0.349,0.813,106.017,173182,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,2CMVajzxRuxsFNzYFkzjTb,Life Support,4ssppGN0Qy4OeJTUDr1Etd,"Sincerely, Kentrell",YoungBoy Never Broke Again,0.715,0.625,5,-5.58,1,0.152,0.225,0,0.103,0.588,147.97,233514,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,2wOnrN7fkzV4NsLqym2C6O,Already Won (feat. Lil Durk),15BnishwaiZhh0ZY3fnxMN,SoulFly (Deluxe Version),"Rod Wave, Lil Durk",0.321,0.525,7,-9.891,0,0.131,0.0668,0,0.137,0.152,75.774,212064,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,0WSEq9Ko4kFPt8yo3ICd6T,Praise God,5CnpZV3q5BcESefcB3WJmz,Donda,Kanye West,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4
hiphop,Hip Hop,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,5irzewJoHob42Nq3P9kOYh,Seduce (feat. Capella Grey),4rznzfuokCVEOo5amWNx7c,Seduce (feat. Capella Grey),"Russ, Capella Grey",0.825,0.366,1,-6.973,0,0.0614,0.624,1.87e-06,0.0575,0.75,94.032,117447,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,5SixeLvPsYpk7qq9lo5xYg,Have Mercy,4N8qhDeqx8AHoEhMnYEC2Y,Have Mercy,Chlöe,0.903,0.535,9,-6.434,1,0.0742,0.297,0,0.345,0.508,130.022,148779,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,7fzFOW9v8IyprQjiyXfaMA,Ex For A Reason (with City Girls),2Y1MusCp19kjXXpFFZAT0G,Ex For A Reason (with City Girls),"Summer Walker, City Girls",0.718,0.725,11,-5.755,0,0.0387,0.264,0,0.191,0.566,115.02,225502,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,5lAnYvAIkSDNXqfo7DyFUm,Ain't Shit,1nAQbHeOWTfQzbOoFrvndW,Planet Her,Doja Cat,0.855,0.488,3,-4.601,1,0.208,0.506,0,0.347,0.619,124.097,174253,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,108CRSzSnhShMbNgNHWrjU,BESITO (feat. G Herbo),11c3kLCcQAWS3ZFWWdB7vw,BESITO (feat. G Herbo),"BIA, G Herbo",0.841,0.394,1,-7.565,1,0.443,0.00656,0,0.275,0.583,150.057,131224,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,1iBfg5pMNqR0HFTpDTr73A,The Assignment,2lnn72jnHA6corVKMzibS5,The Assignment,Tay Money,0.908,0.477,11,-5.515,1,0.385,0.426,0,0.0361,0.538,146.986,113328,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,6Zu3aw7FfjAF9WA0fA81Oq,Big Energy,58MbYehGOl5NAOdfWY5aHa,Big Energy,Latto,0.935,0.807,11,-3.838,0,0.114,0.0514,0,0.349,0.813,106.017,173182,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,6Uj1ctrBOjOas8xZXGqKk4,Woman,1nAQbHeOWTfQzbOoFrvndW,Planet Her,Doja Cat,0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,5zNW5ARjYhJQJz1AChP33n,Thot Shit,7gEGuvkVs79hY4tG7OYnzx,Thot Shit,Megan Thee Stallion,0.95,0.693,9,-3.424,1,0.0898,0.0133,0,0.173,0.891,130.02,184635,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,7FQO72imUTztCiYfRGQDGZ,Freaky Dancer (feat. Trina),24TAbvYZhbgh3rhQkg7qvv,Break The Bank,"LightSkinKeisha, Trina",0.894,0.485,8,-8.221,1,0.421,0.000592,0,0.0527,0.831,157.0,183437,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,3iqbwis7OqasGC8y6f3LFf,Onnat,1WAtJjV9jTuCteNx5H7id5,What's My Name,KenTheMan,0.795,0.722,10,-6.524,0,0.147,0.0589,0,0.681,0.537,177.983,188806,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,0GYi1PEjtCPfXHPGnvs5ON,In Person (With OG Parker feat. Tyga),7fN9TVZE3JJFV7QqyVisnh,My Time (Gangsta Grillz: Special Edition),"Lakeyah, OG Parker, Tyga, DJ Drama",0.828,0.766,4,-5.29,0,0.331,0.0383,0,0.65,0.719,105.012,130099,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,3oE2HPoP7DCgxhrqjAosZY,TWINNEM,0Am2vQjzogt7wnXMzzC8Mr,TWINNEM,Coi Leray,0.885,0.353,2,-10.484,1,0.0912,0.0866,5.78e-05,0.173,0.316,134.079,117067,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,6KgtcmCF9Ky68XC7ezxl3s,Rumors (feat. Cardi B),7jMo8dhMIorHoLlzTisjJy,Rumors (feat. Cardi B),"Lizzo, Cardi B",0.827,0.731,4,-5.524,0,0.088,0.13,0,0.418,0.607,118.992,172833,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,2smo1WyDkIgDtPQc7CYiWn,What Ya Came For,24TAbvYZhbgh3rhQkg7qvv,Break The Bank,LightSkinKeisha,0.928,0.57,0,-8.843,0,0.114,0.00957,3.15e-05,0.108,0.705,130.047,177293,5
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,4HwFQ5AndYR51q9ru81JtQ,"Bundles 2 (feat. Flo Milli, Taylor Girlz)",5nsV6k7g6rZVLW3Xhru07O,"Bundles 2 (feat. Flo Milli, Taylor Girlz)","Kayla Nicole, Taylor Girlz, Flo Milli",0.922,0.823,11,-2.54,1,0.321,0.0246,0,0.119,0.575,130.097,200769,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,67G6iaOw8DZqp1z8STR89R,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,7swo0lVREzeFmLpCTKAkzs,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],"BIA, Nicki Minaj",0.893,0.463,1,-5.301,1,0.36,0.199,0,0.318,0.591,81.026,229601,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,3MGmS1gBzgTCor09cDtlVJ,Rose Gold Stripper Pole,4r2vHhtN23zIdYTdD0F27s,Rose Gold Stripper Pole,KenTheMan,0.884,0.652,1,-6.67,1,0.0588,0.0607,0,0.103,0.527,74.987,131256,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,5T4gMIgA9HS9lt3x0S1z1m,Could Never,6yCkQrOOdMMdpYqQvnvjDJ,Could Never,Jucee Froot,0.886,0.657,9,-6.23,1,0.24,0.0208,0,0.105,0.53,124.975,200500,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,5V2p1V1ZaCJPjpcN2Nf5h2,Beating Down Yo Block,28R3EJ4K1iU8aR0aoRxIzK,Beating Down Yo Block,Monaleo,0.765,0.719,9,-4.982,1,0.299,0.0132,0,0.116,0.782,84.997,192000,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,7GLqR9ToJLb0PV3XyNAWNm,MMM MMM (feat. ATL Jacob),5IPRVG3Ph5zixjdC49LKdu,MMM MMM (feat. ATL Jacob),"Kali, ATL Jacob",0.85,0.444,9,-8.69,1,0.346,0.134,0,0.113,0.187,86.533,137341,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,47wtu7foA0yMcbsfX8FPmQ,About Me,1WAtJjV9jTuCteNx5H7id5,What's My Name,KenTheMan,0.854,0.551,7,-6.61,1,0.419,0.363,0,0.743,0.634,72.477,175500,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,10hcDov7xmcRviA8jLwEaI,Need to Know,7N3SiwnBMR1C8hcA4W1GtH,Need to Know,Doja Cat,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,210560,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,66vs64VphiHrtFcLR6Qeav,Talkin' Bout (feat. Saweetie),2HOYNp9NxRakR9u9na7Wth,Pretty Summer Playlist: Season 1,"Loui, Saweetie",0.885,0.466,1,-6.128,1,0.282,0.0396,0,0.127,0.272,75.014,126225,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,1n2ZrvQyFFL7eE0xidaJ9N,FaceTime (feat. Rick Ross),5LjWzvQsOvo63cTFCln5EX,FaceTime (feat. Rick Ross),"Kodie Shane, Rick Ross",0.635,0.773,5,-7.658,0,0.0747,0.096,0,0.148,0.551,86.975,222069,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,2Ty7EDf9XLYzEUqEIwJfDC,Twerkulator,0UMsQl5qJZAjhcj2985joB,Twerkulator,City Girls,0.895,0.469,1,-5.882,1,0.0661,0.0012,4.56e-05,0.192,0.076,126.917,138542,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,5jVQWnQukez0gilwAvqKOV,Margarita,7agoHE6NnnJIwCKJUNysii,Margarita,LightSkinKeisha,0.845,0.576,9,-4.885,1,0.126,0.354,0,0.122,0.749,135.039,202667,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,0osnnNi8fqEL432Xkyvvo7,Toot That (feat. DreamDoll & BeatKing),6fK4WIZoxQuboezx5UOxbp,Toot That (feat. DreamDoll & BeatKing),"Erica Banks, DreamDoll, BeatKing",0.949,0.642,9,-4.163,1,0.232,0.00126,0,0.166,0.848,142.003,211029,4
hiphop,Hip Hop,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,1IgIR2FmHpfuR3MkGnGQUI,Track & Field (feat. Kali),2c2pjLYQ3hd9UNoCPiNuwf,Track & Field (feat. Kali),"Enchanting, Kali",0.787,0.436,2,-8.622,1,0.383,0.0373,0,0.173,0.644,156.122,138001,3
